w		ems
462.716263	0.002180229
468.4256055	0.002656999
474.1349481	0.004087308
479.8442907	0.012430781
485.0346021	0.031448602
488.6678201	0.062420104
491.0034602	0.094018028
492.8200692	0.121770008
494.1695502	0.165211691
495.6228374	0.206642994
496.7647059	0.24754985
497.2318339	0.281835564
498.1141869	0.319661295
499.2560554	0.362403715
499.8269896	0.400491669
500.3460208	0.435564054
500.8650519	0.467030866
501.4359862	0.502955477
501.6435986	0.534334881
502.6816609	0.581098061
502.1626298	0.556186834
503.3304498	0.620759355
503.849481	0.653865064
504.3425606	0.695165255
505.017301	0.722043158
506.5373208	0.83133414
506.1418685	0.787380497
507.6643599	0.87557498
508.5986159	0.9183174
509.6885813	0.960010926
512.2621107	0.998907402
515.5276817	0.958699809
516.9031142	0.91071292
517.733564	0.876099426
518.6678201	0.839388145
519.6020761	0.80162797
520.8477509	0.75350997
521.8858131	0.714176455
522.9238754	0.676481836
523.9619377	0.638787217
525	0.601092598
526.2975779	0.566238733
528.1141869	0.527014477
530.1903114	0.485677866
532.0069204	0.459491942
534.083045	0.42769735
536.6782007	0.398415733
540.3114187	0.367877629
545.2422145	0.340567654
549.9134948	0.313068248
553.0276817	0.283933352
555.6228374	0.254892106
558.2179931	0.225785305
560.8131488	0.196940727
563.4083045	0.17124283
569.3771626	0.121944824
574.8269896	0.093600854
580.5363322	0.074768444
586.2456747	0.060822925
591.9550173	0.05092995
597.6643599	0.041394552
603.3737024	0.034481389
609.083045	0.02685307
613.7543253	0.02012721
626.2110727	0.012907551
631.9204152	0.010046932
637.6297578	0.008378237
643.3391003	0.006828735
649.0484429	0.006828735
654.7577855	0.00659035
660.467128	0.005517618
664.6193772	0.005517618
