w	cs	acs
574	6.10203435385157	2.50183408507915
576	5.96956326439417	2.44752093840161
578	5.66491027603505	2.32261321317437
580	5.07027059406332	2.07881094356596
582	4.39720407766315	1.80285367184189
584	3.94602537899018	1.61787040538597
586	3.62404732007751	1.48585940123178
588	3.39022745882602	1.38999325811867
590	3.0283294382977	1.24161506970206
592	2.81214709554367	1.1529803091729
594	2.54046203781112	1.04158943550256
596	2.37052249531627	0.971914223079672
598	2.16489700308268	0.887607771263898
600	1.954639871607	0.80140234735887
602	1.79968397976442	0.737870431703411
604	1.58911166556896	0.651535782883272
606	1.46804485917329	0.601898392261047
608	1.35313882882519	0.554786919818329
610	1.2995051324817	0.532797104317497
612	1.14365377320161	0.46889804701266
614	1.0448421568905	0.428385284325105
616	0.974845260193136	0.399686556679186
618	0.87492473634124	0.358719141899908
620	0.803162192928781	0.3292964991008
622	0.78519216954328	0.321928789512745
624	0.717305270168545	0.294095160769103
626	0.649337326135382	0.266228303715507
628	0.628959473078521	0.257873383962193
630	0.585862321236411	0.240203551706929
632	0.498932597245742	0.204562364870754
634	0.472053674105461	0.193542006383239
636	0.430698859688503	0.176586532472286
638	0.419208233225611	0.1718753756225
640	0.406722674958625	0.166756296733036
642	0.380016818605588	0.155806895628291
644	0.372881091460406	0.152881247498767
646	0.304084405451829	0.12467460623525
648	0.263234213516018	0.107926027541567
650	0.2418181323733	0.0991454342730529
652	0.228542328962824	0.0937023548747579
654	0.214382028188568	0.0878966315573128
656	0.21391486988494	0.0877050966528255
658	0.212677247736988	0.087197671572165
660	0.223090531585127	0.0914671179499021
662	0.222760846399134	0.091331947023645
664	0.221165761073239	0.090677962040028
666	0.225177445753306	0.0923227527588553
668	0.23019522815836	0.0943800435449275
670	0.232543626440672	0.0953428868406757
672	0.225197076854348	0.0923308015102827
674	0.235968828821083	0.0967472198166439
676	0.241926321843886	0.0991897919559934
678	0.244886193085909	0.100403339165223
680	0.266931882411936	0.109442071788894
682	0.292669007448825	0.119994293054018
684	0.302154765445596	0.123883453832694
686	0.346582675578492	0.142098896987182
688	0.375119752927778	0.153799098700389
690	0.42944337803246	0.176071784993309
692	0.481763392388556	0.197522990879308
692	0.481763747531832	0.197523136488051
694	0.550117783330093	0.225548291165338
696	0.603991631030275	0.247636568722413
698	0.733620665185969	0.300784472726247
700	0.781596367704887	0.320454510759004
702	0.868033470208703	0.355893722785568
704	1.02169200795851	0.418893723262989
706	1.1063390330352	0.453599003544431
708	1.21324382175647	0.497429966920154
710	1.35400536215863	0.55514219848504
712	1.4620722794985	0.599449634594386
714	1.53021521470968	0.62738823803097
716	1.67927924460312	0.688504490287278
718	1.89299045653468	0.77612608717922
720	2.02516004748121	0.830315619467296
722	2.25654802735176	0.925184691214222
724	2.39290388506704	0.981090592877485
726	2.62456393754377	1.07607121439294
728	2.82939887338231	1.16005353808675
730	2.98609385104506	1.22429847892848
732	3.06518214445759	1.25672467922761
734	3.25972289098728	1.33648638530478
736	3.51987196429808	1.44314750536221
738	3.95522230538366	1.6216411452073
740	4.38472836706684	1.7977386304974
742	4.68660740662009	1.92150903671423
744	5.03202910267442	2.06313193209651
746	4.83693483455829	1.9831432821689
748	5.37211678710985	2.20256788271504
750	5.63493482050883	2.31032327640862
752	5.74121929454692	2.35389991076424
754	5.68460952840561	2.3306899066463
756	5.78520863794256	2.37193554155645
758	6.12734874669105	2.51221298614333
760	6.3304412946668	2.59548093081339
762	6.39508594440616	2.62198523720653
764	6.50166126019192	2.66568111667869
766	7.03441638053635	2.8841107160199
768	6.42507811581377	2.63428202748365
770	7.04050748413966	2.88660806849726
772	6.82968024204335	2.80016889923777
774	7.23554300323649	2.96657263132696
776	7.34327463771339	3.01074260146249
778	6.5955157791239	2.7041614694408
780	7.50103986256133	3.07542634365015
782	7.8498529527894	3.21843971064365
784	8.06846954725413	3.30807251437419
786	8.72729447059817	3.57819073294525
788	9.2043426226314	3.77378047527887
790	8.78697127385844	3.60265822228196
792	10.119084542425	4.14882466239427
802	11.093419701011	4.54830207741452
804	11.5559808858991	4.73795216321864
806	12.2074748078421	5.00506467121526
808	12.0270399086179	4.93108636253334
810	11.4045383444565	4.67586072122716
812	10.8829382872555	4.46200469777477
814	9.74119979357974	3.9938919153677
816	9.85038860856508	4.03865932951168
818	8.8331526814692	3.62159259940237
820	9.07595854811061	3.72114300472535
822	8.42949201310096	3.45609172537139
824	7.64517106000111	3.13452013460046
826	7.04674403679233	2.88916505508485
828	7.22816656433004	2.96354829137532
830	7.02963706366419	2.88215119610232
832	6.53092826854818	2.67768059010476
834	6.34208543094997	2.60025502668949
836	5.81572091546562	2.38444557534091
838	5.35768911444639	2.19665253692302
840	5.10344429901423	2.09241216259583
842	4.79843969273487	1.9673602740213
844	4.90189121437951	2.0097753978956
846	4.41413454979061	1.80979516541415
848	3.99193347791568	1.63669272594543
850	3.341318502625	1.36994058607625
852	3.58647173285433	1.47045341047028
854	2.83920086187227	1.16407235336763
856	2.43934782443313	1.00013260801758
858	2.18395960246886	0.895423437012233
860	1.87934437009074	0.770531191737202
862	1.88735696156583	0.77381635424199
864	1.59399824999647	0.653539282498554
866	1.31959919770497	0.541035671059037
868	1.16921983546931	0.479380132542417
870	0.920119605843325	0.377249038395763
872	0.805261400066502	0.330157174027266
874	0.652362066539754	0.267468447281299
876	0.564286545428698	0.231357483625766
878	0.434523286507466	0.178154547468061
880	0.367746035835417	0.150775874692521
882	0.286160788775833	0.117325923398092
884	0.240636130348593	0.0986608134429231
886	0.183684389240208	0.0753105995884851
888	0.148152697423323	0.0607426059435623
890	0.113354369654643	0.0464752915584037
892	0.0886236171505887	0.0363356830317414
894	0.0733132917862605	0.0300584496323668
896	0.0587804703527356	0.0240999928446216
898	0.0462961552397439	0.018981423648295
900	0.0372834832535025	0.015286228133936
902	0.0321045843450694	0.0131628795814785
904	0.0231104832117757	0.00947529811682802
906	0.0181851379168429	0.00745590654590557
908	0.0141680009783959	0.00580888040114233
910	0.0120743551264785	0.00495048560185617
912	0.0102783670341933	0.00421413048401927
914	0.00760825837724299	0.00311938593466962
916	0.00658345927876675	0.00269921830429437
918	0.00481430316857081	0.00197386429911403
920	0.00525443022940777	0.00215431639405719
922	0.00436086679218823	0.00178795538479718
924	0.00432493689586551	0.00177322412730486
926	0.0040160228990839	0.0016465693886244
928	0.00519912354672283	0.00213164065415636
930	0.00360149929918665	0.00147661471266653
932	0.0031830470241342	0.00130504927989502
934	0.00374323038435557	0.00153472445758578
936	0.00340267303433395	0.00139509594407692
938	0.00410650792894162	0.00168366825086606
940	0.00432478647180056	0.00177316245343823
942	0.00204209438846683	8.37258699271402E-4
944	0.00341117284093898	0.00139858086478498
946	0.00392315923669923	0.00160849528704668
948	0.00283132266951822	0.00116084229450247
950	0.00412835057389086	0.00169262373529525
952	0.00451818624324634	0.001852456359731
954	0.00318422469319734	0.00130553212421091
956	0.0144295236276622	0.0059161046873415
958	0.0119653125495022	0.00490577814529589
960	0.00503871137242314	0.00206587166269349
962	0.0135124746901782	0.00554011462297308
964	0.00854458400816081	0.00350327944334593
966	0.018502254131939	0.007585924194095
968	0.0163534954584858	0.00670493313797917
970	0.00428644595307829	0.0017574428407621
972	0.00428910645336638	0.00175853364588022
974	0.00490963252748948	0.00201294933627069
976	0.00696280423747127	0.00285474973736322
978	0.0033333939506266	0.00136669151975691
980	0.0109317157799077	0.00448200346976215
982	0.0136094435465574	0.00557987185408852
984	2.8297261976758E-4	1.16018774104708E-4
986	0.00604282730082717	0.00247755919333914
988	0.00177770961572967	7.28860942449163E-4
990	0.0124586981352054	0.00510806623543423
992	0.00559371277342169	0.00229342223710289
994	0.0162143485778713	0.00664788291692721
996	0.00726517597912386	0.00297872215144078
998	0.00481822095468117	0.00197547059141928
1000	0.0015753507791225	6.45893819440225E-4
1002	0.00198450478311224	8.13646961076019E-4
1004	0.00483816792514524	0.00198364884930955
1006	0.0137694890095091	0.00564549049389875
1008	0.0164340320414532	0.00673795313699583
1010	0.0117059433520193	0.00479943677432789
