w		cs	acs
730.772827	NaN	2.411843275
736.5768938	NaN	2.872103236
741.4136162	NaN	3.12620509
750.1197165	NaN	3.514549433
756.4074556	NaN	3.754268163
761.244178	NaN	3.888510652
768.4992616	NaN	4.176173128
772.8523118	NaN	4.310415616
780.1073953	NaN	4.799441826
789.7808401	NaN	4.617255591
795.584907	NaN	4.176173128
801.3889738	NaN	3.859744404
809.3350178	NaN	3.74056995
813.9644521	NaN	4.008370017
818.8702705	NaN	4.611776306
824.315038	NaN	4.62492659
830.4093082	NaN	4.252883121
840.082753	NaN	3.42825069
845.8868198	NaN	3.025523223
851.2072144	NaN	2.760873746
858.462298	NaN	2.325544532
863.7826927	NaN	2.047470805
870.0704318	NaN	1.759808329
875.8744986	NaN	1.539267097
881.1948933	NaN	1.426119857
889.4173213	NaN	1.069418386
899.0907661	NaN	0.714634666
909.7315554	NaN	0.810522158
919.4050001	NaN	0.915998399
925.209067	NaN	0.925587148
931.0131339	NaN	1.002297142
939.7192342	NaN	1.174894628
945.523301	NaN	1.213249625
950.3600234	NaN	1.184483377
959.0661237	NaN	1.126950882
965.3538628	NaN	1.069418386
970.6742575	NaN	1.059829637
978.4130133	NaN	0.973530894
981.7987189	NaN	0.954353396
989.5374748	NaN	0.977366394
999.6945918	NaN	0.858465904
1009.368037	NaN	0.743400914
1015.172103	NaN	0.66669092
1020.97617	NaN	0.54203718
1027.070441	NaN	0.321495949
1031.61696	NaN	0.220814082
1038.388371	NaN	0.168075962
1044.192438	NaN	0.100954717
1049.927409	NaN	0.025614545
1055.800571	NaN	0.033833473
1061.259158	NaN	0.009176689
1067.408705	NaN	0.033833473
1073.212772	NaN	0.024244724
1079.016839	NaN	0.033833473
1082.402545	NaN	0.033833473
