w	cs	acs
550	9.65887059136051	3.67037082471699
552	10.2431438098762	3.89239464775295
554	9.58838491615334	3.64358626813827
556	8.50564338630625	3.23214448679638
558	7.98289653532308	3.03350068342277
560	7.88628341548552	2.9967876978845
562	6.88960345545967	2.61804931307467
564	6.23659513571005	2.36990615156982
566	5.60795464802476	2.13102276624941
568	5.24761446706185	1.9940934974835
570	4.93528438484069	1.87540806623946
572	4.93903332770118	1.87683266452645
574	5.46680835596558	2.07738717526692
576	5.6205520253776	2.13580976964349
578	5.63788642690311	2.14239684222318
580	5.7592610224918	2.18851918854688
582	5.62089341297841	2.13593949693179
584	5.73898521608707	2.18081438211309
592	5.99448126135481	2.27790287931483
594	5.62256976070817	2.1365765090691
596	5.23556210394907	1.98951359950065
598	5.03925920357965	1.91491849736027
600	4.81437369033257	1.82946200232638
602	4.59095300463179	1.74456214176008
604	4.50992974256202	1.71377330217357
606	4.44753940489819	1.69006497386131
608	4.34147158653621	1.64975920288376
610	4.26662701873187	1.62131826711811
612	4.11391021942152	1.56328588338018
614	3.88831348614649	1.47755912473567
616	3.94531139168736	1.4992183288412
618	4.04060118220991	1.53542844923977
620	3.86653943148212	1.4692849839632
622	3.96641882788671	1.50723915459695
624	3.76888906495625	1.43217784468337
626	3.8777811763472	1.47355684701193
628	3.72204926797183	1.4143787218293
630	3.81626973595953	1.45018249966462
632	3.73126280484128	1.41787986583969
634	3.50323912755698	1.33123086847165
636	3.56186582804544	1.35350901465727
638	3.47568947928417	1.32076200212798
640	3.47822187736261	1.32172431339779
642	3.43003717291422	1.3034141257074
644	3.20684288325081	1.21860029563531
646	3.13004901582934	1.18941862601515
648	3.01041915753065	1.14395927986165
650	3.05753960084512	1.16186504832114
652	2.85256243131486	1.08397372389965
654	2.70105978437351	1.02640271806193
656	2.66028222675325	1.01090724616623
658	2.54908650076365	0.968652870290187
660	2.50861310277553	0.9532729790547
662	2.30568852696969	0.876161640248482
664	2.37635392418465	0.903014491190167
666	2.27530567589464	0.864616156839962
668	2.20040105297974	0.836152400132299
670	2.21618374295333	0.842149822322266
672	2.14545344547343	0.815272309279905
674	2.26358003628817	0.860160413789503
676	2.28467749456335	0.868177447934074
678	2.41718681978797	0.918530991519429
680	2.46531852902722	0.936821041030342
682	2.62224323381571	0.996452428849968
684	2.7188599252877	1.03316677160932
686	2.87910937045733	1.09406156077379
688	3.13110456222034	1.18981973364373
690	3.06909073364437	1.16625447878486
692	3.1125162985224	1.18275619343851
694	3.38772676170392	1.28733616944749
694	3.38867296492178	1.28769572667028
696	3.3616674056572	1.27743361414974
698	3.81537783198893	1.44984357615579
700	4.3191030014358	1.6412591405456
702	4.6082661440436	1.75114113473657
704	4.72039287238106	1.7937492915048
706	5.11899092929946	1.9452165531338
708	5.1850451920089	1.97031717296338
710	5.15555846902949	1.95911221823121
712	5.36059354280198	2.03702554626475
714	5.18765830303724	1.97131015515415
716	5.68874365819845	2.16172259011541
718	5.89333207871224	2.23946618991065
720	6.15697702360364	2.33965126896938
722	6.69396205777704	2.54370558195528
724	7.30137263564354	2.77452160154454
726	7.73912853553157	2.940868843502
728	8.0143687806605	3.04546013665099
730	8.04872754905424	3.05851646864061
732	9.50434334222889	3.61165047004698
734	9.62875173178082	3.65892565807671
736	9.21127212016089	3.50028340566114
738	9.35566268507948	3.5551518203302
740	10.539630849064	4.00505972264433
742	10.1883351834966	3.87156736972873
744	9.94068562525543	3.77746053759706
746	10.1713926779951	3.86512921763812
748	10.6917098344039	4.06284973707347
750	11.0680414836513	4.20585576378751
752	11.0536590546204	4.20039044075576
754	10.6529146599468	4.04810757077978
756	10.8131950566676	4.10901412153367
758	10.0088370352525	3.80335807339593
760	10.1595854595631	3.86064247463398
762	10.3130330900587	3.9189525742223
764	9.70855441497311	3.68925067768978
766	9.86027184431017	3.74690330083786
768	9.92306874260449	3.77076612218971
770	9.82898856310626	3.73501565398038
772	10.2840906032619	3.90795442923954
774	8.90482156705926	3.38383219548252
776	8.55069402101329	3.24926372798505
778	9.2254026266347	3.50565299812119
780	8.10601876176539	3.08028712947085
782	8.13960150335464	3.09304857127476
784	6.64756895546449	2.52607620307651
786	7.15314784831703	2.71819618236047
788	8.05950295104863	3.06261112139848
790	6.46939551886006	2.45837029716682
792	6.38416965118286	2.42598446744949
794	6.08118053789873	2.31084860440152
798	5.82546379235031	2.21367624109312
800	5.66628159128788	2.1531870046894
802	4.79364906192682	1.82158664353219
804	5.51230041605328	2.09467415810024
806	4.407303978874	1.67477551197212
808	4.60730468269588	1.75077577942443
810	3.65454353502507	1.38872654330953
812	3.14879609349227	1.19654251552706
814	3.35187874121146	1.27371392166035
816	2.95691009496329	1.12362583608605
818	2.65496139772332	1.00888533113486
820	1.9954101249388	0.758255847476744
822	1.98010633178182	0.752440406077091
824	1.78407417667526	0.677948187136598
826	1.3488943601361	0.512579856851719
828	1.17546457556414	0.446676538714372
830	1.20024407434729	0.456092748251969
832	0.904199678634117	0.343595877880965
834	0.729449708585098	0.277190889262337
836	0.727599806165612	0.276487926342933
838	0.581409208249874	0.220935499134952
840	0.470395550142267	0.178750309054061
842	0.413701309371466	0.157206497561157
844	0.372109847271484	0.141401741963164
846	0.282811006331379	0.107468182405924
848	0.212741061069368	0.0808416032063599
850	0.161165653117112	0.0612429481845024
852	0.124972828008847	0.0474896746433618
854	0.0916750468270233	0.0348365177942689
856	0.0656524968986541	0.0249479488214885
858	0.0511882870126466	0.0194515490648057
860	0.0324700463859124	0.0123386176266467
862	0.0303207305724085	0.0115218776175152
864	0.0241513723696591	0.00917752150047048
866	0.0210301303519174	0.00799144953372859
868	0.0159609854384501	0.00606517446661103
870	0.014016085557967	0.00532611251202747
872	0.0116831224631426	0.0044395865359942
874	0.00997264623191042	0.00378960556812596
876	0.00789854803519204	0.00300144825337297
878	0.00771741645744091	0.00293261825382755
880	0.00618175376867062	0.00234906643209484
882	0.00526384466919374	0.00200026097429362
884	0.00489399549747959	0.00185971828904224
886	0.0045347768384357	0.00172321519860557
888	0.00413126409198479	0.00156988035495422
890	0.00332426101375038	0.00126321918522515
892	0.00356849151257924	0.00135602677478011
894	0.0032450142947973	0.00123310543202298
896	0.00311598318931332	0.00118407361193906
898	0.00283526448363575	0.00107740050378158
900	0.00264785549044009	0.00100618508636723
902	0.00235724083600993	8.95751517683772E-4
904	0.00178822228600701	6.79524468682665E-4
906	0.00167826452794145	6.37740520617751E-4
908	0.00202008998228612	7.67634193268725E-4
910	0.00193611044363634	7.35721968581809E-4
912	0.00108411182642269	4.11962494040623E-4
914	0.00161380441361186	6.13245677172506E-4
916	0.00150118288286207	5.70449495487587E-4
918	0.00172835443335688	6.56774684675613E-4
920	0.00149420916308232	5.67799481971281E-4
922	0.00147542658816612	5.60662103503125E-4
924	0.00148658890462449	5.64903783757305E-4
926	0.0013039138120086	4.95487248563269E-4
928	0.00140363099053356	5.33379776402752E-4
930	0.00122366056371248	4.64991014210741E-4
932	0.00109825882249828	4.17338352549346E-4
934	0.00113007568037871	4.29428758543911E-4
936	0.00104121797530908	3.95662830617452E-4
938	0.00117535035954786	4.46633136628187E-4
940	7.4134114528608E-4	2.81709635208711E-4
942	0.00114143119167339	4.33743852835888E-4
944	0.0010818388660209	4.11098769087941E-4
946	0.00112350044719142	4.26930169932739E-4
948	0.00119604790074265	4.54498202282206E-4
950	0.00121016539014292	4.59862848254308E-4
952	0.00118155298849721	4.4899013562894E-4
954	0.00104392845921419	3.96692814501394E-4
956	0.00107143665994271	4.0714593077823E-4
958	0.00118383184714634	4.49856101915609E-4
